"","poisonous","capShape","capSurface","capColor","bruisesTrueFalse","odor","gillAttachment","gillSpacing","gillSize","gillColor","stalkShape","stalkRoot","stalkSurfaceAboveRing","stalkSurfaceBelowRing","stalkColorAboveRing","stalkColorBelowRing","veilType","veilColor","ringNumber","ringType","sporePrintColor","population","habitat"
"4856",1,"convex","fibrous","yellow",0,"foul","free","close","broad","gray","enlarging","bulbous","silky","silky","buff","brown","partial","white",1,"large","chocolate","solitary","paths"
"4857",1,"convex","scaly","gray",0,"foul","free","close","broad","gray","enlarging","bulbous","silky","silky","buff","buff","partial","white",1,"large","chocolate","solitary","paths"
"4858",1,"flat","fibrous","gray",0,"foul","free","close","broad","pink","enlarging","bulbous","silky","silky","brown","brown","partial","white",1,"large","chocolate","several","paths"
"4859",0,"knobbed","smooth","red",1,"none","free","close","broad","white","enlarging",".","smooth","smooth","red","white","partial","white",2,"evanescent","white","clustered","waste"
"4860",0,"flat","scaly","brown",1,"none","free","close","broad","red","enlarging",".","smooth","smooth","red","white","partial","white",2,"evanescent","white","clustered","waste"
"4861",0,"flat","smooth","buff",1,"none","free","close","broad","white","enlarging",".","smooth","smooth","red","white","partial","white",2,"evanescent","white","clustered","waste"
"4862",1,"convex","scaly","yellow",0,"foul","free","close","broad","gray","enlarging","bulbous","silky","silky","buff","buff","partial","white",1,"large","chocolate","several","woods"
"4863",0,"flat","fibrous","gray",1,"none","free","close","broad","purple","tapering","bulbous","smooth","smooth","pink","pink","partial","white",1,"pendant","brown","several","woods"
"4864",1,"flat","fibrous","yellow",0,"foul","free","close","broad","pink","enlarging","bulbous","silky","silky","brown","brown","partial","white",1,"large","chocolate","solitary","paths"
"4865",1,"flat","scaly","gray",0,"foul","free","close","broad","chocolate","enlarging","bulbous","silky","silky","pink","pink","partial","white",1,"large","chocolate","solitary","grasses"
"4866",1,"convex","smooth","gray",1,"foul","free","close","broad","pink","tapering","bulbous","fibrous","fibrous","white","white","partial","white",1,"pendant","chocolate","several","grasses"
"4867",1,"flat","fibrous","gray",0,"foul","free","close","broad","pink","enlarging","bulbous","silky","silky","pink","pink","partial","white",1,"large","chocolate","several","paths"
"4868",1,"convex","fibrous","yellow",0,"foul","free","close","broad","chocolate","enlarging","bulbous","silky","silky","pink","buff","partial","white",1,"large","chocolate","solitary","woods"
"4869",1,"flat","fibrous","yellow",0,"foul","free","close","broad","pink","enlarging","bulbous","silky","silky","brown","pink","partial","white",1,"large","chocolate","several","grasses"
"4870",1,"convex","scaly","brown",0,"foul","free","close","narrow","buff","tapering",".","silky","silky","white","white","partial","white",1,"evanescent","white","several","leaves"
"4871",1,"flat","fibrous","gray",0,"foul","free","close","broad","chocolate","enlarging","bulbous","silky","silky","buff","brown","partial","white",1,"large","chocolate","several","paths"
"4872",0,"flat","scaly","brown",1,"none","free","close","broad","red","enlarging",".","smooth","smooth","white","white","partial","white",2,"evanescent","white","clustered","waste"
"4873",0,"flat","scaly","red",1,"none","free","close","broad","pink","tapering","bulbous","smooth","smooth","gray","pink","partial","white",1,"pendant","black","several","woods"
"4874",1,"flat","scaly","gray",0,"foul","free","close","broad","gray","enlarging","bulbous","silky","silky","pink","buff","partial","white",1,"large","chocolate","solitary","grasses"
"4875",1,"convex","scaly","yellow",0,"foul","free","close","broad","chocolate","enlarging","bulbous","silky","silky","pink","pink","partial","white",1,"large","chocolate","several","paths"
"4876",1,"flat","fibrous","gray",0,"foul","free","close","broad","pink","enlarging","bulbous","silky","silky","brown","brown","partial","white",1,"large","chocolate","solitary","woods"
"4877",0,"flat","fibrous","red",1,"none","free","close","broad","brown","tapering","bulbous","smooth","smooth","pink","white","partial","white",1,"pendant","brown","several","woods"
"4878",1,"convex","scaly","yellow",0,"foul","free","close","broad","chocolate","enlarging","bulbous","silky","silky","pink","buff","partial","white",1,"large","chocolate","several","paths"
"4879",1,"flat","fibrous","yellow",0,"foul","free","close","broad","pink","enlarging","bulbous","silky","silky","buff","buff","partial","white",1,"large","chocolate","solitary","paths"
"4880",1,"flat","fibrous","gray",0,"foul","free","close","broad","pink","enlarging","bulbous","silky","silky","pink","brown","partial","white",1,"large","chocolate","several","paths"
"4881",1,"flat","scaly","yellow",0,"foul","free","close","broad","gray","enlarging","bulbous","silky","silky","brown","buff","partial","white",1,"large","chocolate","solitary","woods"
"4882",1,"convex","scaly","gray",0,"foul","free","close","broad","chocolate","enlarging","bulbous","silky","silky","buff","buff","partial","white",1,"large","chocolate","several","woods"
"4883",1,"bell","scaly","white",1,"none","free","close","broad","white","enlarging","bulbous","smooth","smooth","white","white","partial","white",2,"pendant","green","several","meadows"
"4884",1,"flat","fibrous","yellow",0,"foul","free","close","broad","pink","enlarging","bulbous","silky","silky","pink","pink","partial","white",1,"large","chocolate","solitary","paths"
"4885",1,"convex","scaly","brown",0,"foul","free","close","narrow","buff","tapering",".","silky","smooth","pink","white","partial","white",1,"evanescent","white","several","woods"
"4886",1,"flat","fibrous","gray",0,"foul","free","close","broad","gray","enlarging","bulbous","silky","silky","pink","pink","partial","white",1,"large","chocolate","solitary","grasses"
"4887",1,"convex","scaly","yellow",0,"foul","free","close","broad","gray","enlarging","bulbous","silky","silky","brown","brown","partial","white",1,"large","chocolate","several","grasses"
"4888",1,"flat","scaly","yellow",0,"foul","free","close","broad","gray","enlarging","bulbous","silky","silky","brown","brown","partial","white",1,"large","chocolate","solitary","paths"
"4889",0,"flat","scaly","pink",1,"none","free","close","broad","red","enlarging",".","smooth","smooth","red","red","partial","white",2,"evanescent","white","clustered","waste"
"4890",1,"convex","smooth","white",1,"foul","free","close","broad","chocolate","tapering","bulbous","smooth","smooth","white","white","partial","white",1,"pendant","chocolate","scattered","grasses"
"4891",1,"flat","scaly","gray",0,"foul","free","close","broad","chocolate","enlarging","bulbous","silky","silky","brown","pink","partial","white",1,"large","chocolate","solitary","grasses"
"4892",1,"convex","scaly","gray",0,"foul","free","close","broad","chocolate","enlarging","bulbous","silky","silky","buff","buff","partial","white",1,"large","chocolate","several","paths"
"4893",1,"convex","fibrous","yellow",0,"foul","free","close","broad","pink","enlarging","bulbous","silky","silky","brown","pink","partial","white",1,"large","chocolate","several","grasses"
"4894",1,"flat","smooth","buff",1,"foul","free","close","broad","white","tapering","bulbous","fibrous","smooth","white","white","partial","white",1,"pendant","chocolate","scattered","urban"
"4895",1,"convex","fibrous","gray",0,"creosote","free","close","narrow","gray","enlarging","bulbous","smooth","smooth","white","white","partial","white",1,"pendant","black","several","woods"
"4896",1,"convex","fibrous","yellow",0,"foul","free","close","broad","gray","enlarging","bulbous","silky","silky","brown","brown","partial","white",1,"large","chocolate","solitary","paths"
"4897",1,"flat","scaly","gray",0,"foul","free","close","broad","pink","enlarging","bulbous","silky","silky","buff","pink","partial","white",1,"large","chocolate","solitary","grasses"
"4898",1,"flat","scaly","yellow",0,"foul","free","close","broad","chocolate","enlarging","bulbous","silky","silky","brown","brown","partial","white",1,"large","chocolate","solitary","paths"
"4899",0,"convex","scaly","green",0,"none","free","close","narrow","pink","enlarging",".","smooth","fibrous","white","white","partial","white",1,"flaring","chocolate","solitary","woods"
"4900",0,"flat","scaly","white",0,"none","free","close","narrow","chocolate","enlarging",".","smooth","fibrous","white","white","partial","white",1,"flaring","chocolate","several","woods"
"4901",1,"convex","fibrous","yellow",0,"foul","free","close","broad","chocolate","enlarging","bulbous","silky","silky","brown","buff","partial","white",1,"large","chocolate","several","woods"
"4902",1,"flat","scaly","yellow",0,"foul","free","close","broad","chocolate","enlarging","bulbous","silky","silky","buff","brown","partial","white",1,"large","chocolate","solitary","paths"
"4903",1,"flat","scaly","yellow",0,"foul","free","close","broad","pink","enlarging","bulbous","silky","silky","brown","pink","partial","white",1,"large","chocolate","solitary","grasses"
"4904",1,"convex","scaly","red",0,"fishy","free","close","narrow","buff","tapering",".","silky","silky","pink","white","partial","white",1,"evanescent","white","several","paths"
"4905",1,"convex","scaly","red",0,"fishy","free","close","narrow","buff","tapering",".","silky","silky","pink","white","partial","white",1,"evanescent","white","several","leaves"
"4906",1,"convex","scaly","gray",0,"foul","free","close","broad","chocolate","enlarging","bulbous","silky","silky","buff","buff","partial","white",1,"large","chocolate","solitary","woods"
"4907",1,"convex","scaly","yellow",0,"foul","free","close","broad","gray","enlarging","bulbous","silky","silky","brown","buff","partial","white",1,"large","chocolate","several","grasses"
"4908",1,"flat","fibrous","gray",0,"foul","free","close","broad","chocolate","enlarging","bulbous","silky","silky","buff","brown","partial","white",1,"large","chocolate","solitary","woods"
"4909",1,"convex","scaly","gray",0,"foul","free","close","broad","gray","enlarging","bulbous","silky","silky","brown","buff","partial","white",1,"large","chocolate","solitary","grasses"
"4910",1,"convex","scaly","yellow",0,"foul","free","close","broad","gray","enlarging","bulbous","silky","silky","pink","pink","partial","white",1,"large","chocolate","several","woods"
"4911",1,"flat","fibrous","yellow",0,"foul","free","close","broad","chocolate","enlarging","bulbous","silky","silky","brown","buff","partial","white",1,"large","chocolate","solitary","paths"
"4912",0,"flat","smooth","red",1,"none","free","close","broad","white","enlarging",".","smooth","smooth","white","red","partial","white",2,"evanescent","white","clustered","waste"
"4913",1,"flat","fibrous","yellow",0,"foul","free","close","broad","chocolate","enlarging","bulbous","silky","silky","buff","brown","partial","white",1,"large","chocolate","solitary","paths"
"4914",1,"convex","scaly","yellow",0,"foul","free","close","broad","chocolate","enlarging","bulbous","silky","silky","pink","pink","partial","white",1,"large","chocolate","solitary","paths"
"4915",1,"flat","smooth","gray",1,"foul","free","close","broad","pink","tapering","bulbous","fibrous","smooth","white","white","partial","white",1,"pendant","chocolate","scattered","grasses"
"4916",1,"flat","fibrous","yellow",0,"foul","free","close","broad","pink","enlarging","bulbous","silky","silky","buff","pink","partial","white",1,"large","chocolate","several","grasses"
"4917",1,"convex","scaly","yellow",0,"foul","free","close","broad","chocolate","enlarging","bulbous","silky","silky","brown","brown","partial","white",1,"large","chocolate","solitary","woods"
"4918",1,"convex","fibrous","yellow",0,"foul","free","close","broad","pink","enlarging","bulbous","silky","silky","brown","buff","partial","white",1,"large","chocolate","solitary","paths"
"4919",1,"convex","smooth","gray",1,"foul","free","close","broad","chocolate","tapering","bulbous","fibrous","fibrous","white","white","partial","white",1,"pendant","chocolate","several","urban"
"4920",1,"flat","scaly","gray",0,"foul","free","close","broad","pink","enlarging","bulbous","silky","silky","pink","pink","partial","white",1,"large","chocolate","solitary","grasses"
"4921",1,"flat","fibrous","gray",0,"foul","free","close","broad","chocolate","enlarging","bulbous","silky","silky","pink","brown","partial","white",1,"large","chocolate","several","grasses"
"4922",1,"convex","smooth","white",0,"creosote","free","close","narrow","brown","enlarging","bulbous","smooth","smooth","white","white","partial","white",1,"pendant","black","several","woods"
"4923",1,"flat","scaly","gray",0,"foul","free","close","broad","pink","enlarging","bulbous","silky","silky","buff","buff","partial","white",1,"large","chocolate","solitary","paths"
"4924",0,"flat","scaly","red",1,"none","free","close","broad","purple","tapering","bulbous","smooth","smooth","pink","white","partial","white",1,"pendant","brown","solitary","woods"
"4925",1,"convex","fibrous","yellow",0,"foul","free","close","broad","gray","enlarging","bulbous","silky","silky","pink","pink","partial","white",1,"large","chocolate","solitary","grasses"
"4926",1,"convex","scaly","yellow",0,"foul","free","close","broad","pink","enlarging","bulbous","silky","silky","brown","pink","partial","white",1,"large","chocolate","solitary","paths"
"4927",0,"knobbed","smooth","buff",1,"none","free","close","broad","red","enlarging",".","smooth","smooth","white","white","partial","white",2,"evanescent","white","clustered","waste"
"4928",1,"flat","fibrous","yellow",0,"foul","free","close","broad","chocolate","enlarging","bulbous","silky","silky","buff","pink","partial","white",1,"large","chocolate","several","grasses"
"4929",1,"flat","fibrous","yellow",0,"foul","free","close","broad","gray","enlarging","bulbous","silky","silky","pink","pink","partial","white",1,"large","chocolate","several","woods"
"4930",1,"convex","scaly","yellow",0,"foul","free","close","broad","gray","enlarging","bulbous","silky","silky","buff","buff","partial","white",1,"large","chocolate","solitary","grasses"
"4931",0,"convex","fibrous","brown",0,"none","free","crowded","narrow","white","enlarging","bulbous","smooth","fibrous","white","brown","partial","white",1,"evanescent","white","several","leaves"
"4932",0,"convex","scaly","red",1,"none","free","close","broad","red","enlarging",".","smooth","smooth","red","red","partial","white",2,"evanescent","white","clustered","waste"
"4933",1,"convex","scaly","gray",0,"foul","free","close","broad","gray","enlarging","bulbous","silky","silky","pink","brown","partial","white",1,"large","chocolate","several","paths"
"4934",1,"convex","fibrous","yellow",0,"foul","free","close","broad","gray","enlarging","bulbous","silky","silky","pink","buff","partial","white",1,"large","chocolate","several","grasses"
"4935",1,"flat","smooth","gray",1,"foul","free","close","broad","chocolate","tapering","bulbous","fibrous","fibrous","white","white","partial","white",1,"pendant","chocolate","several","grasses"
"4936",1,"convex","scaly","yellow",0,"foul","free","close","broad","gray","enlarging","bulbous","silky","silky","pink","buff","partial","white",1,"large","chocolate","solitary","grasses"
"4937",1,"flat","scaly","gray",0,"foul","free","close","broad","pink","enlarging","bulbous","silky","silky","buff","brown","partial","white",1,"large","chocolate","several","paths"
"4938",1,"convex","scaly","gray",0,"foul","free","close","broad","pink","enlarging","bulbous","silky","silky","brown","buff","partial","white",1,"large","chocolate","several","grasses"
"4939",1,"convex","scaly","brown",0,"spicy","free","close","narrow","buff","tapering",".","smooth","silky","white","white","partial","white",1,"evanescent","white","several","paths"
"4940",0,"knobbed","smooth","buff",1,"none","free","close","broad","white","enlarging",".","smooth","smooth","red","white","partial","white",2,"evanescent","white","clustered","waste"
"4941",1,"flat","fibrous","yellow",0,"foul","free","close","broad","gray","enlarging","bulbous","silky","silky","buff","pink","partial","white",1,"large","chocolate","solitary","woods"
"4942",1,"convex","fibrous","gray",0,"foul","free","close","broad","gray","enlarging","bulbous","silky","silky","buff","pink","partial","white",1,"large","chocolate","several","paths"
"4943",1,"flat","scaly","gray",0,"foul","free","close","broad","chocolate","enlarging","bulbous","silky","silky","buff","buff","partial","white",1,"large","chocolate","solitary","paths"
"4944",1,"convex","fibrous","yellow",0,"foul","free","close","broad","gray","enlarging","bulbous","silky","silky","buff","brown","partial","white",1,"large","chocolate","several","woods"
"4945",1,"flat","scaly","yellow",0,"foul","free","close","broad","chocolate","enlarging","bulbous","silky","silky","brown","brown","partial","white",1,"large","chocolate","several","grasses"
"4946",0,"knobbed","smooth","pink",1,"none","free","close","broad","white","enlarging",".","smooth","smooth","red","red","partial","white",2,"evanescent","white","clustered","waste"
"4947",1,"flat","scaly","brown",0,"none","free","close","narrow","white","enlarging",".","silky","scaly","white","brown","partial","white",1,"evanescent","white","several","woods"
"4948",1,"convex","scaly","gray",0,"foul","free","close","broad","gray","enlarging","bulbous","silky","silky","brown","brown","partial","white",1,"large","chocolate","solitary","woods"
"4949",1,"convex","fibrous","yellow",0,"foul","free","close","broad","chocolate","enlarging","bulbous","silky","silky","brown","pink","partial","white",1,"large","chocolate","solitary","woods"
"4950",1,"convex","scaly","gray",0,"foul","free","close","broad","chocolate","enlarging","bulbous","silky","silky","brown","buff","partial","white",1,"large","chocolate","several","paths"
"4951",1,"flat","smooth","buff",1,"foul","free","close","broad","white","tapering","bulbous","fibrous","fibrous","white","white","partial","white",1,"pendant","chocolate","several","urban"
"4952",0,"flat","smooth","buff",1,"none","free","close","broad","white","enlarging",".","smooth","smooth","white","white","partial","white",2,"evanescent","white","clustered","waste"
"4953",1,"flat","smooth","white",1,"foul","free","close","broad","white","tapering","bulbous","fibrous","fibrous","white","white","partial","white",1,"pendant","chocolate","scattered","urban"
"4954",1,"flat","scaly","gray",0,"foul","free","close","broad","gray","enlarging","bulbous","silky","silky","buff","brown","partial","white",1,"large","chocolate","solitary","paths"
"4955",1,"convex","fibrous","yellow",0,"foul","free","close","broad","gray","enlarging","bulbous","silky","silky","buff","buff","partial","white",1,"large","chocolate","several","paths"
"4956",1,"flat","scaly","gray",0,"foul","free","close","broad","chocolate","enlarging","bulbous","silky","silky","brown","brown","partial","white",1,"large","chocolate","several","paths"
"4957",1,"flat","scaly","yellow",0,"foul","free","close","broad","gray","enlarging","bulbous","silky","silky","brown","buff","partial","white",1,"large","chocolate","solitary","grasses"
"4958",1,"flat","fibrous","yellow",0,"foul","free","close","broad","pink","enlarging","bulbous","silky","silky","brown","brown","partial","white",1,"large","chocolate","several","woods"
"4959",1,"convex","smooth","buff",1,"foul","free","close","broad","chocolate","tapering","bulbous","smooth","smooth","white","white","partial","white",1,"pendant","chocolate","several","urban"
"4960",1,"flat","fibrous","gray",0,"foul","free","close","broad","gray","enlarging","bulbous","silky","silky","pink","pink","partial","white",1,"large","chocolate","solitary","paths"
"4961",1,"convex","scaly","gray",0,"foul","free","close","broad","chocolate","enlarging","bulbous","silky","silky","pink","brown","partial","white",1,"large","chocolate","solitary","woods"
"4962",1,"flat","fibrous","yellow",0,"foul","free","close","broad","pink","enlarging","bulbous","silky","silky","buff","buff","partial","white",1,"large","chocolate","solitary","grasses"
"4963",1,"flat","scaly","yellow",0,"foul","free","close","broad","chocolate","enlarging","bulbous","silky","silky","pink","pink","partial","white",1,"large","chocolate","solitary","woods"
"4964",1,"flat","smooth","gray",1,"foul","free","close","broad","pink","tapering","bulbous","smooth","fibrous","white","white","partial","white",1,"pendant","chocolate","scattered","urban"
"4965",0,"flat","smooth","buff",1,"none","free","close","broad","white","enlarging",".","smooth","smooth","white","red","partial","white",2,"evanescent","white","clustered","waste"
"4966",0,"convex","smooth","pink",1,"none","free","close","broad","white","enlarging",".","smooth","smooth","red","red","partial","white",2,"evanescent","white","clustered","waste"
"4967",0,"knobbed","smooth","brown",1,"none","free","close","broad","red","enlarging",".","smooth","smooth","white","white","partial","white",2,"evanescent","white","clustered","waste"
"4968",1,"flat","scaly","pink",1,"none","free","close","broad","gray","enlarging","bulbous","smooth","smooth","white","white","partial","white",2,"pendant","green","several","grasses"
"4969",1,"flat","scaly","gray",0,"foul","free","close","broad","pink","enlarging","bulbous","silky","silky","pink","pink","partial","white",1,"large","chocolate","several","paths"
"4970",1,"convex","scaly","yellow",0,"foul","free","close","broad","chocolate","enlarging","bulbous","silky","silky","buff","buff","partial","white",1,"large","chocolate","several","paths"
"4971",1,"flat","fibrous","gray",0,"foul","free","close","broad","gray","enlarging","bulbous","silky","silky","buff","pink","partial","white",1,"large","chocolate","several","grasses"
"4972",1,"flat","fibrous","gray",0,"foul","free","close","broad","pink","enlarging","bulbous","silky","silky","pink","pink","partial","white",1,"large","chocolate","solitary","woods"
"4973",1,"convex","fibrous","yellow",0,"foul","free","close","broad","pink","enlarging","bulbous","silky","silky","buff","brown","partial","white",1,"large","chocolate","solitary","paths"
"4974",1,"flat","fibrous","gray",0,"foul","free","close","broad","pink","enlarging","bulbous","silky","silky","brown","buff","partial","white",1,"large","chocolate","several","woods"
"4975",1,"flat","scaly","gray",0,"foul","free","close","broad","chocolate","enlarging","bulbous","silky","silky","buff","pink","partial","white",1,"large","chocolate","solitary","woods"
"4976",1,"flat","scaly","yellow",0,"foul","free","close","broad","chocolate","enlarging","bulbous","silky","silky","buff","buff","partial","white",1,"large","chocolate","several","woods"
"4977",1,"flat","fibrous","yellow",0,"foul","free","close","broad","pink","enlarging","bulbous","silky","silky","buff","buff","partial","white",1,"large","chocolate","several","grasses"
"4978",1,"flat","scaly","yellow",0,"foul","free","close","broad","pink","enlarging","bulbous","silky","silky","pink","brown","partial","white",1,"large","chocolate","solitary","grasses"
"4979",1,"convex","scaly","yellow",0,"foul","free","close","broad","pink","enlarging","bulbous","silky","silky","pink","buff","partial","white",1,"large","chocolate","several","woods"
"4980",1,"convex","scaly","yellow",0,"foul","free","close","broad","chocolate","enlarging","bulbous","silky","silky","buff","brown","partial","white",1,"large","chocolate","solitary","paths"
"4981",1,"flat","scaly","gray",0,"foul","free","close","broad","gray","enlarging","bulbous","silky","silky","pink","brown","partial","white",1,"large","chocolate","several","grasses"
"4982",1,"flat","fibrous","gray",0,"foul","free","close","broad","gray","enlarging","bulbous","silky","silky","buff","pink","partial","white",1,"large","chocolate","solitary","woods"
"4983",1,"convex","scaly","yellow",0,"foul","free","close","broad","gray","enlarging","bulbous","silky","silky","brown","pink","partial","white",1,"large","chocolate","several","paths"
"4984",1,"convex","scaly","yellow",0,"foul","free","close","broad","gray","enlarging","bulbous","silky","silky","brown","brown","partial","white",1,"large","chocolate","solitary","paths"
"4985",0,"flat","scaly","purple",0,"none","free","close","narrow","white","enlarging",".","smooth","fibrous","white","white","partial","white",1,"flaring","chocolate","solitary","woods"
"4986",1,"flat","fibrous","gray",0,"foul","free","close","broad","gray","enlarging","bulbous","silky","silky","buff","buff","partial","white",1,"large","chocolate","several","grasses"
"4987",1,"convex","scaly","brown",0,"fishy","free","close","narrow","buff","tapering",".","smooth","smooth","white","pink","partial","white",1,"evanescent","white","several","leaves"
"4988",1,"convex","scaly","yellow",0,"foul","free","close","broad","pink","enlarging","bulbous","silky","silky","pink","brown","partial","white",1,"large","chocolate","several","grasses"
"4989",1,"convex","scaly","yellow",0,"foul","free","close","broad","pink","enlarging","bulbous","silky","silky","brown","brown","partial","white",1,"large","chocolate","solitary","paths"
"4990",1,"convex","scaly","gray",0,"foul","free","close","broad","chocolate","enlarging","bulbous","silky","silky","brown","brown","partial","white",1,"large","chocolate","several","grasses"
"4991",1,"flat","fibrous","yellow",0,"foul","free","close","broad","gray","enlarging","bulbous","silky","silky","buff","buff","partial","white",1,"large","chocolate","several","woods"
"4992",1,"convex","fibrous","yellow",0,"foul","free","close","broad","pink","enlarging","bulbous","silky","silky","brown","pink","partial","white",1,"large","chocolate","solitary","woods"
"4993",1,"convex","scaly","gray",0,"foul","free","close","broad","chocolate","enlarging","bulbous","silky","silky","brown","pink","partial","white",1,"large","chocolate","several","paths"
"4994",0,"flat","smooth","buff",1,"none","free","close","broad","red","enlarging",".","smooth","smooth","white","white","partial","white",2,"evanescent","white","clustered","waste"
"4995",1,"flat","fibrous","gray",0,"foul","free","close","broad","chocolate","enlarging","bulbous","silky","silky","pink","pink","partial","white",1,"large","chocolate","solitary","paths"
"4996",1,"flat","scaly","yellow",0,"foul","free","close","broad","chocolate","enlarging","bulbous","silky","silky","brown","pink","partial","white",1,"large","chocolate","several","woods"
"4997",0,"convex","smooth","brown",1,"none","free","close","broad","white","enlarging",".","smooth","smooth","white","red","partial","white",2,"evanescent","white","clustered","waste"
"4998",1,"flat","fibrous","gray",0,"foul","free","close","broad","gray","enlarging","bulbous","silky","silky","buff","brown","partial","white",1,"large","chocolate","solitary","paths"
"4999",1,"convex","scaly","gray",0,"foul","free","close","broad","gray","enlarging","bulbous","silky","silky","pink","buff","partial","white",1,"large","chocolate","several","woods"
"5000",1,"convex","scaly","brown",0,"foul","free","close","narrow","buff","tapering",".","silky","silky","pink","pink","partial","white",1,"evanescent","white","several","paths"
"5001",1,"flat","fibrous","yellow",0,"foul","free","close","broad","gray","enlarging","bulbous","silky","silky","brown","brown","partial","white",1,"large","chocolate","several","woods"
"5002",1,"convex","scaly","brown",0,"none","free","close","narrow","white","enlarging",".","silky","scaly","white","brown","partial","white",1,"evanescent","white","several","woods"
"5003",1,"bell","smooth","buff",1,"none","free","close","broad","white","enlarging","bulbous","smooth","smooth","white","white","partial","white",2,"pendant","green","several","grasses"
"5004",1,"flat","fibrous","yellow",0,"foul","free","close","broad","pink","enlarging","bulbous","silky","silky","brown","buff","partial","white",1,"large","chocolate","several","woods"
"5005",1,"flat","scaly","gray",0,"foul","free","close","broad","chocolate","enlarging","bulbous","silky","silky","brown","buff","partial","white",1,"large","chocolate","solitary","woods"
"5006",0,"flat","scaly","purple",0,"none","free","close","narrow","purple","enlarging",".","smooth","fibrous","white","white","partial","white",1,"flaring","chocolate","solitary","woods"
"5007",1,"convex","fibrous","yellow",0,"foul","free","close","broad","gray","enlarging","bulbous","silky","silky","brown","brown","partial","white",1,"large","chocolate","several","grasses"
"5008",1,"flat","scaly","yellow",0,"foul","free","close","broad","gray","enlarging","bulbous","silky","silky","buff","pink","partial","white",1,"large","chocolate","solitary","grasses"
"5009",1,"flat","fibrous","yellow",0,"foul","free","close","broad","chocolate","enlarging","bulbous","silky","silky","brown","pink","partial","white",1,"large","chocolate","solitary","grasses"
"5010",1,"convex","scaly","yellow",0,"foul","free","close","broad","chocolate","enlarging","bulbous","silky","silky","buff","pink","partial","white",1,"large","chocolate","solitary","woods"
"5011",0,"convex","scaly","red",1,"none","free","close","broad","white","enlarging",".","smooth","smooth","red","white","partial","white",2,"evanescent","white","clustered","waste"
"5012",1,"flat","fibrous","gray",0,"foul","free","close","broad","gray","enlarging","bulbous","silky","silky","pink","pink","partial","white",1,"large","chocolate","several","grasses"
"5013",1,"convex","scaly","yellow",0,"foul","free","close","broad","gray","enlarging","bulbous","silky","silky","buff","brown","partial","white",1,"large","chocolate","several","grasses"
"5014",1,"convex","scaly","yellow",0,"foul","free","close","broad","pink","enlarging","bulbous","silky","silky","buff","buff","partial","white",1,"large","chocolate","several","paths"
"5015",1,"flat","scaly","gray",0,"foul","free","close","broad","gray","enlarging","bulbous","silky","silky","buff","brown","partial","white",1,"large","chocolate","several","paths"
"5016",0,"knobbed","smooth","buff",1,"none","free","close","broad","white","enlarging",".","smooth","smooth","white","red","partial","white",2,"evanescent","white","clustered","waste"
"5017",1,"flat","scaly","yellow",0,"foul","free","close","broad","pink","enlarging","bulbous","silky","silky","pink","buff","partial","white",1,"large","chocolate","solitary","woods"
"5018",1,"convex","scaly","gray",0,"foul","free","close","broad","pink","enlarging","bulbous","silky","silky","buff","buff","partial","white",1,"large","chocolate","several","paths"
"5019",1,"convex","fibrous","yellow",0,"foul","free","close","broad","chocolate","enlarging","bulbous","silky","silky","brown","brown","partial","white",1,"large","chocolate","several","woods"
"5020",1,"flat","fibrous","yellow",0,"foul","free","close","broad","pink","enlarging","bulbous","silky","silky","brown","pink","partial","white",1,"large","chocolate","several","paths"
"5021",1,"flat","smooth","white",1,"foul","free","close","broad","chocolate","tapering","bulbous","smooth","fibrous","white","white","partial","white",1,"pendant","chocolate","several","urban"
"5022",1,"convex","smooth","gray",0,"creosote","free","close","narrow","pink","enlarging","bulbous","smooth","smooth","white","white","partial","white",1,"pendant","brown","several","woods"
"5023",1,"flat","scaly","yellow",0,"foul","free","close","broad","gray","enlarging","bulbous","silky","silky","pink","buff","partial","white",1,"large","chocolate","solitary","woods"
"5024",0,"flat","scaly","purple",0,"none","free","close","narrow","pink","enlarging",".","smooth","fibrous","white","white","partial","white",1,"flaring","chocolate","several","woods"
"5025",1,"convex","fibrous","yellow",0,"foul","free","close","broad","gray","enlarging","bulbous","silky","silky","pink","pink","partial","white",1,"large","chocolate","solitary","woods"
"5026",1,"flat","scaly","gray",0,"foul","free","close","broad","gray","enlarging","bulbous","silky","silky","brown","pink","partial","white",1,"large","chocolate","solitary","woods"
"5027",1,"convex","fibrous","yellow",0,"foul","free","close","broad","gray","enlarging","bulbous","silky","silky","brown","pink","partial","white",1,"large","chocolate","several","grasses"
"5028",1,"convex","fibrous","yellow",0,"foul","free","close","broad","chocolate","enlarging","bulbous","silky","silky","brown","buff","partial","white",1,"large","chocolate","several","paths"
"5029",1,"convex","smooth","gray",1,"foul","free","close","broad","pink","tapering","bulbous","fibrous","smooth","white","white","partial","white",1,"pendant","chocolate","scattered","urban"
"5030",1,"flat","scaly","gray",0,"foul","free","close","broad","gray","enlarging","bulbous","silky","silky","pink","brown","partial","white",1,"large","chocolate","solitary","woods"
"5031",1,"flat","fibrous","yellow",0,"foul","free","close","broad","chocolate","enlarging","bulbous","silky","silky","pink","brown","partial","white",1,"large","chocolate","solitary","paths"
"5032",1,"flat","fibrous","yellow",0,"foul","free","close","broad","gray","enlarging","bulbous","silky","silky","buff","brown","partial","white",1,"large","chocolate","solitary","woods"
